item_id,transaction_id,product_id,quantity,unit_price,subtotal
5256,2326,34,3,3,9
5257,2326,14,4,40,160
5258,2327,14,4,40,160
5259,2327,22,1,48,48
5260,2327,9,3,75,225
5261,2327,11,4,9,36
5262,2328,10,1,68,68
5263,2328,31,3,190,570
5264,2329,13,1,780,780
5265,2329,40,5,26,130
5266,2329,7,4,95,380
5267,2329,35,5,72,360
5268,2329,30,2,115,230
5269,2329,22,1,48,48
5270,2330,23,3,18,54
5271,2330,1,3,260,780
5272,2331,28,5,25,125
5273,2331,38,2,44,88
5274,2331,20,1,78,78
5275,2331,24,2,92,184
5276,2331,26,3,50,150
5277,2331,17,2,42,84
5278,2331,13,2,780,1560
5279,2332,7,5,95,475
5280,2332,9,5,75,375
5281,2332,34,5,3,15
5282,2332,38,3,44,132
5283,2332,25,5,20,100
5284,2333,31,5,190,950
5285,2333,14,2,40,80
5286,2333,11,2,9,18
5287,2333,1,2,260,520
5288,2333,15,4,32,128
5289,2333,39,1,14,14
5290,2334,5,4,22,88
5291,2334,4,4,55,220
5292,2334,9,4,75,300
5293,2335,20,5,78,390
5294,2335,33,4,78,312
5295,2335,8,4,27,108
5296,2336,25,5,20,100
5297,2336,31,2,190,380
5298,2336,23,2,18,36
5299,2336,20,3,78,234
5300,2336,34,2,3,6
5301,2336,21,4,40,160
5302,2336,36,5,9,45
5303,2337,32,3,165,495
5304,2337,17,2,42,84
5305,2337,8,1,27,27
5306,2337,36,3,9,27
5307,2338,30,2,115,230
5308,2338,23,1,18,18
5309,2338,28,2,25,50
5310,2338,14,4,40,160
5311,2338,36,3,9,27
5312,2338,13,1,780,780
5313,2338,25,1,20,20
5314,2339,20,1,78,78
5315,2339,22,5,48,240
5316,2339,7,3,95,285
5317,2339,24,1,92,92
5318,2339,17,3,42,126
5319,2340,31,1,190,190
5320,2340,26,4,50,200
5321,2340,3,2,1550,3100
5322,2340,17,4,42,168
5323,2340,18,2,36,72
5324,2340,4,4,55,220
5325,2341,35,2,72,144
5326,2341,7,1,95,95
5327,2341,3,2,1550,3100
5328,2341,24,1,92,92
5329,2341,2,1,320,320
5330,2341,10,4,68,272
5331,2342,4,1,55,55
5332,2342,21,3,40,120
5333,2342,7,3,95,285
5334,2342,35,2,72,144
5335,2342,18,5,36,180
5336,2342,13,2,780,1560
5337,2343,1,5,260,1300
5338,2343,26,2,50,100
5339,2343,27,3,45,135
5340,2343,4,1,55,55
5341,2343,5,2,22,44
5342,2344,3,2,1550,3100
5343,2344,18,2,36,72
5344,2344,39,1,14,14
5345,2344,13,2,780,1560
5346,2345,36,4,9,36
5347,2345,23,5,18,90
5348,2345,8,1,27,27
5349,2346,30,1,115,115
5350,2346,6,2,58,116
5351,2346,8,1,27,27
5352,2346,12,2,15,30
5353,2346,21,3,40,120
5354,2347,6,3,58,174
5355,2347,16,1,30,30
5356,2347,20,4,78,312
5357,2347,13,2,780,1560
5358,2348,37,2,50,100
5359,2348,21,2,40,80
5360,2349,13,2,780,1560
5361,2349,12,3,15,45
5362,2349,19,1,30,30
5363,2350,23,2,18,36
5364,2350,38,1,44,44
5365,2350,24,5,92,460
5366,2350,34,4,3,12
5367,2351,35,4,72,288
5368,2351,37,3,50,150
5369,2352,19,5,30,150
5370,2352,14,2,40,80
5371,2352,22,3,48,144
5372,2352,33,2,78,156
5373,2352,36,4,9,36
5374,2352,18,3,36,108
5375,2353,8,2,27,54
5376,2354,9,5,75,375
5377,2354,30,4,115,460
5378,2354,38,5,44,220
5379,2354,21,1,40,40
5380,2355,7,4,95,380
5381,2355,23,4,18,72
5382,2355,1,3,260,780
5383,2356,7,2,95,190
5384,2356,12,4,15,60
5385,2356,23,5,18,90
5386,2357,2,4,320,1280
5387,2357,29,2,240,480
5388,2358,26,4,50,200
5389,2358,31,3,190,570
5390,2358,16,1,30,30
5391,2358,17,2,42,84
5392,2358,24,5,92,460
5393,2358,22,1,48,48
5394,2359,28,1,25,25
5395,2359,18,2,36,72
5396,2359,37,5,50,250
5397,2359,26,2,50,100
5398,2360,39,2,14,28
5399,2360,34,2,3,6
5400,2360,13,2,780,1560
5401,2361,4,4,55,220
5402,2361,6,1,58,58
5403,2361,20,2,78,156
5404,2361,10,2,68,136
5405,2361,23,2,18,36
5406,2361,30,3,115,345
5407,2361,26,3,50,150
5408,2362,12,2,15,30
5409,2363,16,3,30,90
5410,2363,10,1,68,68
5411,2363,36,4,9,36
5412,2363,24,5,92,460
5413,2363,1,4,260,1040
5414,2363,31,2,190,380
5415,2364,25,2,20,40
5416,2364,30,3,115,345
5417,2364,16,2,30,60
5418,2364,7,4,95,380
5419,2365,21,5,40,200
5420,2365,19,1,30,30
5421,2365,28,2,25,50
5422,2365,26,5,50,250
5423,2365,35,2,72,144
5424,2365,5,2,22,44
5425,2365,23,3,18,54
5426,2366,22,5,48,240
5427,2366,33,4,78,312
5428,2366,1,1,260,260
5429,2367,15,4,32,128
5430,2367,9,1,75,75
5431,2367,32,3,165,495
5432,2367,13,2,780,1560
5433,2367,3,1,1550,1550
5434,2367,14,4,40,160
5435,2368,19,4,30,120
5436,2368,20,1,78,78
5437,2369,27,5,45,225
5438,2369,12,1,15,15
5439,2369,11,4,9,36
5440,2370,6,5,58,290
5441,2370,23,5,18,90
5442,2370,7,4,95,380
5443,2370,26,4,50,200
5444,2370,1,1,260,260
5445,2370,11,4,9,36
5446,2370,21,4,40,160
5447,2371,4,5,55,275
5448,2371,20,4,78,312
5449,2371,28,5,25,125
5450,2371,17,3,42,126
5451,2372,31,4,190,760
5452,2372,22,1,48,48
5453,2372,35,2,72,144
5454,2372,24,1,92,92
5455,2372,8,3,27,81
5456,2372,12,5,15,75
5457,2372,28,3,25,75
5458,2373,33,4,78,312
5459,2373,40,1,26,26
5460,2374,19,3,30,90
5461,2374,3,1,1550,1550
5462,2374,8,5,27,135
5463,2374,32,3,165,495
5464,2375,28,5,25,125
5465,2375,22,3,48,144
5466,2375,19,2,30,60
5467,2376,23,3,18,54
5468,2376,27,3,45,135
5469,2376,2,1,320,320
5470,2377,8,2,27,54
5471,2377,23,1,18,18
5472,2377,3,1,1550,1550
5473,2377,35,2,72,144
5474,2377,26,2,50,100
5475,2378,18,5,36,180
5476,2378,23,5,18,90
5477,2378,30,4,115,460
5478,2378,40,1,26,26
5479,2379,21,1,40,40
5480,2380,39,5,14,70
5481,2380,7,1,95,95
5482,2381,20,2,78,156
5483,2381,28,3,25,75
5484,2381,26,1,50,50
5485,2382,28,2,25,50
5486,2382,8,1,27,27
5487,2382,13,2,780,1560
5488,2382,37,5,50,250
5489,2382,17,4,42,168
5490,2382,20,2,78,156
5491,2382,33,4,78,312
5492,2383,12,5,15,75
5493,2383,18,4,36,144
5494,2383,33,2,78,156
5495,2384,19,2,30,60
5496,2384,18,3,36,108
5497,2384,1,3,260,780
5498,2384,27,4,45,180
5499,2384,14,5,40,200
5500,2384,2,3,320,960
5501,2385,15,1,32,32
5502,2386,21,3,40,120
5503,2386,15,5,32,160
5504,2386,5,4,22,88
5505,2386,19,4,30,120
5506,2386,30,5,115,575
5507,2386,27,1,45,45
5508,2387,22,2,48,96
5509,2387,21,4,40,160
5510,2387,23,4,18,72
5511,2388,35,3,72,216
5512,2388,11,4,9,36
5513,2389,37,4,50,200
5514,2390,23,3,18,54
5515,2390,6,3,58,174
5516,2390,14,4,40,160
5517,2390,34,4,3,12
5518,2390,24,1,92,92
5519,2391,40,5,26,130
5520,2391,38,3,44,132
5521,2392,28,2,25,50
5522,2392,27,4,45,180
5523,2392,2,5,320,1600
5524,2392,19,2,30,60
5525,2392,36,4,9,36
5526,2393,8,2,27,54
5527,2393,7,2,95,190
5528,2393,26,4,50,200
5529,2393,14,5,40,200
5530,2393,37,4,50,200
5531,2394,14,3,40,120
5532,2394,27,3,45,135
5533,2394,39,1,14,14
5534,2395,21,4,40,160
5535,2395,33,4,78,312
5536,2395,35,3,72,216
5537,2395,38,4,44,176
5538,2395,26,2,50,100
5539,2395,15,2,32,64
5540,2396,19,2,30,60
5541,2396,1,1,260,260
5542,2396,35,4,72,288
5543,2396,22,5,48,240
5544,2397,27,5,45,225
5545,2397,40,5,26,130
5546,2397,39,5,14,70
5547,2397,13,1,780,780
5548,2397,2,5,320,1600
5549,2397,15,5,32,160
5550,2398,2,5,320,1600
5551,2398,21,4,40,160
5552,2398,40,1,26,26
5553,2398,16,3,30,90
5554,2399,39,5,14,70
5555,2400,13,2,780,1560
5556,2400,11,2,9,18
5557,2400,30,3,115,345
5558,2400,24,2,92,184
5559,2400,16,3,30,90
5560,2401,2,5,320,1600
5561,2402,30,2,115,230
5562,2402,16,4,30,120
5563,2402,39,5,14,70
5564,2402,29,1,240,240
5565,2403,39,4,14,56
5566,2403,22,5,48,240
5567,2403,11,4,9,36
5568,2403,16,4,30,120
5569,2403,30,1,115,115
5570,2403,5,4,22,88
5571,2403,1,3,260,780
5572,2404,35,3,72,216
5573,2404,8,4,27,108
5574,2404,40,1,26,26
5575,2404,2,3,320,960
5576,2404,29,2,240,480
5577,2404,31,5,190,950
5578,2405,29,1,240,240
5579,2405,28,2,25,50
5580,2405,8,3,27,81
5581,2405,7,4,95,380
5582,2405,10,3,68,204
5583,2405,17,2,42,84
5584,2406,31,1,190,190
5585,2406,14,3,40,120
5586,2407,5,4,22,88
5587,2407,30,3,115,345
5588,2407,32,4,165,660
5589,2407,16,3,30,90
5590,2407,17,5,42,210
5591,2407,22,3,48,144
5592,2408,3,1,1550,1550
5593,2408,9,3,75,225
5594,2408,10,5,68,340
5595,2408,34,3,3,9
5596,2408,19,3,30,90
5597,2409,11,4,9,36
5598,2409,37,3,50,150
5599,2409,20,2,78,156
5600,2410,9,2,75,150
5601,2410,10,5,68,340
5602,2410,19,3,30,90
5603,2410,25,2,20,40
5604,2410,17,5,42,210
5605,2410,15,1,32,32
5606,2411,33,5,78,390
5607,2411,34,5,3,15
5608,2411,26,3,50,150
5609,2411,31,5,190,950
5610,2411,11,3,9,27
5611,2411,23,4,18,72
5612,2412,32,1,165,165
5613,2412,11,3,9,27
5614,2412,34,2,3,6
5615,2412,31,3,190,570
5616,2412,12,2,15,30
5617,2412,37,2,50,100
5618,2412,25,2,20,40
5619,2413,39,4,14,56
5620,2413,8,4,27,108
5621,2413,13,1,780,780
5622,2414,34,5,3,15
5623,2414,15,1,32,32
5624,2414,13,2,780,1560
5625,2414,24,5,92,460
5626,2414,3,1,1550,1550
5627,2414,26,1,50,50
5628,2414,7,4,95,380
5629,2415,34,2,3,6
5630,2415,16,1,30,30
5631,2415,17,5,42,210
5632,2415,12,3,15,45
5633,2415,15,5,32,160
5634,2416,6,5,58,290
5635,2416,13,2,780,1560
5636,2416,5,1,22,22
5637,2417,15,5,32,160
5638,2417,16,4,30,120
5639,2418,7,2,95,190
5640,2418,35,4,72,288
5641,2418,4,1,55,55
5642,2418,21,4,40,160
5643,2419,31,1,190,190
5644,2420,38,1,44,44
5645,2420,14,5,40,200
5646,2420,39,4,14,56
5647,2420,32,1,165,165
5648,2420,20,4,78,312
5649,2421,13,1,780,780
5650,2421,38,3,44,132
5651,2421,30,5,115,575
5652,2421,1,4,260,1040
5653,2421,17,5,42,210
5654,2421,27,3,45,135
5655,2421,18,3,36,108
5656,2422,35,5,72,360
5657,2422,16,5,30,150
5658,2422,22,3,48,144
5659,2423,29,2,240,480
5660,2423,8,4,27,108
5661,2423,12,2,15,30
5662,2423,32,2,165,330
5663,2423,1,1,260,260
5664,2423,21,4,40,160
5665,2424,20,1,78,78
5666,2424,7,2,95,190
5667,2424,29,1,240,240
5668,2424,22,3,48,144
5669,2424,35,5,72,360
5670,2424,12,3,15,45
5671,2425,34,5,3,15
5672,2425,31,2,190,380
5673,2425,7,5,95,475
5674,2426,11,2,9,18
5675,2426,13,1,780,780
5676,2426,26,3,50,150
5677,2427,31,4,190,760
5678,2427,39,3,14,42
5679,2427,27,3,45,135
5680,2427,18,2,36,72
5681,2427,15,3,32,96
5682,2428,23,4,18,72
5683,2428,21,5,40,200
5684,2428,29,2,240,480
5685,2429,27,3,45,135
5686,2429,1,1,260,260
5687,2429,26,2,50,100
5688,2429,4,2,55,110
5689,2429,40,3,26,78
5690,2429,23,3,18,54
5691,2429,9,3,75,225
5692,2430,21,4,40,160
5693,2431,36,5,9,45
5694,2431,13,2,780,1560
5695,2431,14,3,40,120
5696,2432,5,2,22,44
5697,2433,31,4,190,760
5698,2433,38,2,44,88
5699,2433,3,2,1550,3100
5700,2434,38,5,44,220
5701,2434,25,3,20,60
5702,2434,4,4,55,220
5703,2434,7,3,95,285
5704,2434,22,1,48,48
5705,2435,9,2,75,150
5706,2435,5,5,22,110
5707,2435,21,3,40,120
5708,2435,27,5,45,225
5709,2436,36,2,9,18
5710,2436,6,3,58,174
5711,2437,35,2,72,144
5712,2437,17,1,42,42
5713,2437,36,3,9,27
5714,2437,34,3,3,9
5715,2437,19,4,30,120
5716,2438,14,3,40,120
5717,2438,12,2,15,30
5718,2438,21,3,40,120
5719,2438,30,3,115,345
5720,2438,15,5,32,160
5721,2438,37,1,50,50
5722,2439,8,4,27,108
5723,2439,27,4,45,180
5724,2440,4,5,55,275
5725,2440,34,3,3,9
5726,2440,40,5,26,130
5727,2440,33,4,78,312
5728,2440,24,3,92,276
5729,2440,2,5,320,1600
5730,2440,28,3,25,75
5731,2441,5,2,22,44
5732,2441,40,5,26,130
5733,2441,37,1,50,50
5734,2441,6,5,58,290
5735,2441,36,4,9,36
5736,2441,8,5,27,135
5737,2442,13,2,780,1560
5738,2442,5,1,22,22
5739,2442,28,2,25,50
5740,2442,18,5,36,180
5741,2442,30,3,115,345
5742,2442,29,2,240,480
5743,2443,28,1,25,25
5744,2443,2,2,320,640
5745,2443,26,3,50,150
5746,2443,37,4,50,200
5747,2443,19,2,30,60
5748,2443,1,3,260,780
5749,2443,25,2,20,40
5750,2444,21,5,40,200
5751,2444,35,2,72,144
5752,2444,30,2,115,230
5753,2444,13,1,780,780
5754,2444,37,2,50,100
5755,2445,12,5,15,75
5756,2445,7,1,95,95
5757,2445,2,2,320,640
5758,2446,23,3,18,54
5759,2446,5,2,22,44
5760,2446,21,4,40,160
5761,2446,15,3,32,96
5762,2446,14,2,40,80
5763,2447,23,4,18,72
5764,2447,2,1,320,320
5765,2448,25,4,20,80
5766,2448,2,2,320,640
5767,2448,29,1,240,240
5768,2448,14,4,40,160
5769,2448,40,5,26,130
5770,2448,4,1,55,55
5771,2448,38,1,44,44
5772,2449,33,1,78,78
5773,2449,38,2,44,88
5774,2450,14,1,40,40
5775,2450,8,5,27,135
5776,2450,32,3,165,495
5777,2450,23,4,18,72
5778,2450,21,3,40,120
5779,2450,27,5,45,225
5780,2450,13,1,780,780
5781,2451,2,1,320,320
5782,2451,1,3,260,780
5783,2451,25,3,20,60
5784,2451,27,3,45,135
5785,2452,5,3,22,66
5786,2452,28,3,25,75
5787,2452,20,1,78,78
5788,2452,15,2,32,64
5789,2452,6,2,58,116
5790,2452,25,2,20,40
5791,2452,31,5,190,950
5792,2453,9,2,75,150
5793,2454,31,5,190,950
5794,2454,3,1,1550,1550
5795,2455,40,2,26,52
5796,2455,27,2,45,90
5797,2455,11,5,9,45
5798,2456,12,2,15,30
5799,2456,24,1,92,92
5800,2457,14,5,40,200
5801,2457,20,3,78,234
5802,2457,26,1,50,50
5803,2457,24,1,92,92
5804,2458,2,4,320,1280
5805,2458,31,1,190,190
5806,2458,3,2,1550,3100
5807,2459,39,1,14,14
5808,2459,34,4,3,12
5809,2459,11,1,9,9
5810,2459,38,1,44,44
5811,2459,7,4,95,380
5812,2459,1,4,260,1040
5813,2459,23,4,18,72
5814,2460,35,2,72,144
5815,2460,29,2,240,480
5816,2460,9,5,75,375
5817,2460,1,3,260,780
5818,2460,20,5,78,390
5819,2460,31,1,190,190
5820,2460,40,4,26,104
5821,2461,37,2,50,100
5822,2461,13,1,780,780
5823,2461,9,2,75,150
5824,2461,15,1,32,32
5825,2462,7,2,95,190
5826,2462,26,3,50,150
5827,2462,19,3,30,90
5828,2462,40,4,26,104
5829,2462,16,5,30,150
5830,2462,15,5,32,160
5831,2463,37,2,50,100
5832,2463,18,5,36,180
5833,2463,9,1,75,75
5834,2463,21,4,40,160
5835,2463,28,1,25,25
5836,2464,13,2,780,1560
5837,2464,12,1,15,15
5838,2464,1,5,260,1300
5839,2464,10,4,68,272
5840,2464,3,2,1550,3100
5841,2464,16,3,30,90
5842,2464,11,2,9,18
5843,2465,37,4,50,200
5844,2465,26,1,50,50
5845,2465,29,2,240,480
5846,2465,14,5,40,200
5847,2465,30,3,115,345
5848,2465,17,3,42,126
5849,2466,17,5,42,210
5850,2466,22,4,48,192
5851,2467,7,1,95,95
5852,2467,22,5,48,240
5853,2467,34,2,3,6
5854,2467,17,1,42,42
5855,2467,5,2,22,44
5856,2467,24,4,92,368
5857,2468,8,4,27,108
5858,2468,40,5,26,130
5859,2468,36,1,9,9
5860,2468,19,5,30,150
5861,2468,9,2,75,150
5862,2468,23,4,18,72
5863,2468,20,5,78,390
5864,2469,10,2,68,136
5865,2469,15,3,32,96
5866,2470,39,3,14,42
5867,2470,10,5,68,340
5868,2470,37,2,50,100
5869,2470,34,5,3,15
5870,2470,4,2,55,110
5871,2471,11,2,9,18
5872,2471,7,5,95,475
5873,2471,40,5,26,130
5874,2472,13,2,780,1560
5875,2472,18,5,36,180
5876,2472,4,4,55,220
5877,2472,26,4,50,200
5878,2473,21,3,40,120
5879,2473,9,5,75,375
5880,2473,20,3,78,234
5881,2473,1,2,260,520
5882,2474,40,4,26,104
5883,2474,39,2,14,28
5884,2474,5,2,22,44
5885,2474,4,4,55,220
5886,2474,27,2,45,90
5887,2474,9,4,75,300
5888,2475,38,2,44,88
5889,2475,13,2,780,1560
5890,2475,16,2,30,60
5891,2475,23,4,18,72
5892,2476,38,2,44,88
5893,2477,18,1,36,36
5894,2477,21,5,40,200
5895,2477,1,4,260,1040
5896,2477,8,2,27,54
5897,2477,34,4,3,12
5898,2477,20,3,78,234
5899,2478,8,4,27,108
5900,2478,35,3,72,216
5901,2478,30,1,115,115
5902,2478,10,4,68,272
5903,2478,5,4,22,88
5904,2478,22,5,48,240
5905,2478,18,2,36,72
5906,2479,32,5,165,825
5907,2479,19,3,30,90
5908,2479,15,2,32,64
5909,2479,34,4,3,12
5910,2479,7,4,95,380
5911,2479,6,4,58,232
5912,2480,7,3,95,285
5913,2481,33,3,78,234
5914,2481,22,1,48,48
5915,2481,27,1,45,45
5916,2482,32,5,165,825
5917,2483,15,4,32,128
5918,2483,38,5,44,220
5919,2483,28,5,25,125
5920,2483,18,5,36,180
5921,2484,39,1,14,14
5922,2484,34,5,3,15
5923,2484,25,1,20,20
5924,2484,3,1,1550,1550
5925,2485,16,5,30,150
5926,2486,39,5,14,70
5927,2486,27,5,45,225
5928,2486,26,1,50,50
5929,2486,3,2,1550,3100
5930,2486,23,4,18,72
5931,2486,29,1,240,240
5932,2487,37,3,50,150
5933,2487,12,1,15,15
5934,2488,27,3,45,135
5935,2488,2,3,320,960
5936,2488,30,3,115,345
5937,2489,18,3,36,108
5938,2489,29,2,240,480
5939,2490,17,3,42,126
5940,2490,11,2,9,18
5941,2490,14,4,40,160
5942,2490,36,1,9,9
5943,2490,37,3,50,150
5944,2490,21,3,40,120
5945,2491,35,4,72,288
5946,2491,15,3,32,96
5947,2491,21,5,40,200
5948,2491,20,4,78,312
5949,2491,7,2,95,190
5950,2492,25,2,20,40
5951,2492,13,1,780,780
5952,2492,17,3,42,126
5953,2492,32,1,165,165
5954,2492,23,1,18,18
5955,2492,22,2,48,96
5956,2492,29,2,240,480
5957,2493,36,1,9,9
5958,2493,19,2,30,60
5959,2493,35,1,72,72
5960,2493,12,1,15,15
5961,2493,26,5,50,250
5962,2494,26,2,50,100
5963,2494,17,4,42,168
5964,2494,10,1,68,68
5965,2494,22,3,48,144
5966,2494,35,5,72,360
5967,2494,23,5,18,90
5968,2495,29,1,240,240
5969,2495,3,2,1550,3100
5970,2496,32,2,165,330
5971,2497,15,2,32,64
5972,2497,29,1,240,240
5973,2498,16,4,30,120
5974,2498,2,4,320,1280
5975,2498,40,5,26,130
5976,2499,37,4,50,200
5977,2499,13,2,780,1560
5978,2499,27,3,45,135
5979,2499,12,3,15,45
5980,2499,34,3,3,9
5981,2500,24,1,92,92
5982,2500,16,2,30,60
5983,2500,21,3,40,120
5984,2500,35,2,72,144
5985,2501,35,5,72,360
5986,2501,38,2,44,88
5987,2501,9,3,75,225
5988,2501,7,5,95,475
5989,2501,33,2,78,156
5990,2501,31,4,190,760
5991,2501,21,3,40,120
5992,2502,4,4,55,220
5993,2502,30,1,115,115
5994,2502,40,2,26,52
5995,2502,29,1,240,240
5996,2502,32,5,165,825
5997,2503,36,1,9,9
5998,2503,4,3,55,165
5999,2503,23,1,18,18
6000,2503,31,3,190,570
6001,2504,17,4,42,168
6002,2504,2,2,320,640
6003,2504,39,4,14,56
6004,2504,32,3,165,495
6005,2504,28,5,25,125
6006,2505,20,5,78,390
6007,2505,22,5,48,240
6008,2505,15,3,32,96
6009,2505,37,1,50,50
6010,2505,33,5,78,390
6011,2505,27,1,45,45
6012,2506,23,2,18,36
6013,2506,38,2,44,88
6014,2506,8,2,27,54
6015,2506,5,5,22,110
6016,2506,37,2,50,100
6017,2506,34,2,3,6
6018,2507,32,3,165,495
6019,2508,7,5,95,475
6020,2509,25,1,20,20
6021,2509,27,3,45,135
6022,2509,40,3,26,78
6023,2509,31,2,190,380
6024,2509,9,4,75,300
6025,2509,22,3,48,144
6026,2510,6,2,58,116
6027,2510,12,3,15,45
6028,2510,17,1,42,42
6029,2510,26,3,50,150
6030,2511,7,2,95,190
6031,2511,34,1,3,3
6032,2511,17,5,42,210
6033,2511,2,1,320,320
6034,2511,4,1,55,55
6035,2511,36,3,9,27
6036,2511,24,4,92,368
6037,2512,2,2,320,640
6038,2512,37,2,50,100
6039,2512,24,5,92,460
6040,2513,12,2,15,30
6041,2513,35,5,72,360
6042,2513,14,3,40,120
6043,2513,23,5,18,90
6044,2514,29,1,240,240
6045,2514,12,4,15,60
6046,2515,40,5,26,130
6047,2516,8,1,27,27
6048,2516,20,4,78,312
6049,2516,19,2,30,60
6050,2516,7,5,95,475
6051,2516,23,2,18,36
6052,2516,12,5,15,75
6053,2516,34,3,3,9
6054,2517,36,1,9,9
6055,2517,25,3,20,60
6056,2517,29,1,240,240
6057,2517,8,3,27,81
6058,2518,16,4,30,120
6059,2518,32,1,165,165
6060,2519,4,5,55,275
6061,2519,31,1,190,190
6062,2519,38,3,44,132
6063,2520,37,3,50,150
6064,2520,35,2,72,144
6065,2520,34,4,3,12
6066,2520,26,2,50,100
6067,2520,13,2,780,1560
6068,2521,28,4,25,100
6069,2521,26,1,50,50
6070,2521,40,3,26,78
6071,2521,25,5,20,100
6072,2521,6,4,58,232
6073,2521,32,5,165,825
6074,2522,19,1,30,30
6075,2522,4,3,55,165
6076,2522,34,5,3,15
6077,2522,3,1,1550,1550
6078,2523,21,2,40,80
6079,2523,4,3,55,165
6080,2523,35,5,72,360
6081,2523,2,1,320,320
6082,2523,39,4,14,56
6083,2523,20,5,78,390
6084,2524,12,4,15,60
6085,2524,33,2,78,156
6086,2524,24,2,92,184
6087,2524,3,2,1550,3100
6088,2524,14,1,40,40
6089,2525,14,2,40,80
6090,2525,32,1,165,165
6091,2525,40,3,26,78
6092,2525,37,1,50,50
6093,2525,1,2,260,520
6094,2525,3,2,1550,3100
6095,2526,25,4,20,80
6096,2526,15,1,32,32
6097,2527,10,5,68,340
6098,2527,39,3,14,42
6099,2528,37,1,50,50
6100,2528,20,4,78,312
6101,2528,14,4,40,160
6102,2528,18,4,36,144
6103,2529,13,1,780,780
6104,2529,32,4,165,660
6105,2529,17,1,42,42
6106,2530,29,2,240,480
6107,2530,9,1,75,75
6108,2530,15,2,32,64
6109,2530,5,5,22,110
6110,2530,8,3,27,81
6111,2530,36,2,9,18
6112,2531,17,3,42,126
6113,2531,26,1,50,50
6114,2531,19,1,30,30
6115,2531,35,4,72,288
6116,2531,38,2,44,88
6117,2531,36,1,9,9
6118,2532,32,4,165,660
6119,2532,13,1,780,780
6120,2532,9,1,75,75
6121,2532,34,2,3,6
6122,2532,3,1,1550,1550
6123,2533,25,2,20,40
6124,2533,12,4,15,60
6125,2533,6,5,58,290
6126,2533,5,1,22,22
6127,2533,16,5,30,150
6128,2533,28,2,25,50
6129,2533,24,2,92,184
6130,2534,21,2,40,80
6131,2534,3,2,1550,3100
6132,2534,37,4,50,200
6133,2534,1,2,260,520
6134,2534,10,1,68,68
6135,2534,22,4,48,192
6136,2535,10,2,68,136
6137,2535,19,2,30,60
6138,2535,33,3,78,234
6139,2535,5,4,22,88
6140,2536,29,1,240,240
6141,2537,34,3,3,9
6142,2537,19,1,30,30
6143,2537,36,1,9,9
6144,2537,11,1,9,9
6145,2537,10,4,68,272
6146,2538,11,2,9,18
6147,2538,21,1,40,40
6148,2538,24,4,92,368
6149,2538,3,1,1550,1550
6150,2538,10,5,68,340
6151,2539,25,1,20,20
6152,2540,15,4,32,128
6153,2540,3,2,1550,3100
6154,2540,37,5,50,250
6155,2540,35,4,72,288
6156,2540,5,4,22,88
6157,2540,2,2,320,640
6158,2540,31,4,190,760
6159,2541,17,5,42,210
6160,2541,23,3,18,54
6161,2541,30,2,115,230
6162,2541,31,2,190,380
6163,2541,10,3,68,204
6164,2542,12,3,15,45
6165,2542,25,2,20,40
6166,2542,17,1,42,42
6167,2542,11,4,9,36
6168,2542,24,4,92,368
6169,2542,2,5,320,1600
6170,2543,15,4,32,128
6171,2543,26,4,50,200
6172,2543,9,4,75,300
6173,2543,23,4,18,72
6174,2543,14,4,40,160
6175,2543,39,3,14,42
6176,2543,27,3,45,135
6177,2544,26,2,50,100
6178,2544,9,2,75,150
6179,2544,34,2,3,6
6180,2545,13,2,780,1560
6181,2545,40,3,26,78
6182,2545,24,2,92,184
6183,2545,30,4,115,460
6184,2545,36,2,9,18
6185,2546,7,4,95,380
6186,2546,35,1,72,72
6187,2546,29,1,240,240
6188,2546,20,2,78,156
6189,2547,36,4,9,36
6190,2547,11,2,9,18
6191,2547,25,4,20,80
6192,2548,14,5,40,200
6193,2549,12,4,15,60
6194,2549,18,3,36,108
6195,2549,37,4,50,200
6196,2549,10,2,68,136
6197,2549,26,2,50,100
6198,2549,13,2,780,1560
6199,2550,40,1,26,26
6200,2550,34,1,3,3
6201,2550,3,1,1550,1550
6202,2551,4,1,55,55
6203,2552,23,3,18,54
6204,2552,13,1,780,780
6205,2552,10,3,68,204
6206,2553,38,2,44,88
6207,2553,29,2,240,480
6208,2553,31,3,190,570
6209,2554,36,2,9,18
6210,2555,27,5,45,225
6211,2555,8,4,27,108
6212,2556,36,2,9,18
6213,2556,31,1,190,190
6214,2557,10,4,68,272
6215,2557,29,2,240,480
6216,2557,7,2,95,190
6217,2557,3,1,1550,1550
6218,2557,9,5,75,375
6219,2557,25,3,20,60
6220,2558,38,4,44,176
6221,2558,37,5,50,250
6222,2558,12,3,15,45
6223,2558,29,2,240,480
6224,2559,24,2,92,184
6225,2560,40,2,26,52
6226,2560,20,1,78,78
6227,2561,13,2,780,1560
6228,2561,21,2,40,80
6229,2561,19,3,30,90
6230,2561,6,3,58,174
6231,2561,23,2,18,36
6232,2561,32,5,165,825
6233,2561,2,3,320,960
6234,2562,2,3,320,960
6235,2562,32,3,165,495
6236,2562,21,4,40,160
6237,2562,11,4,9,36
6238,2562,4,3,55,165
6239,2563,18,1,36,36
6240,2564,36,1,9,9
6241,2564,3,1,1550,1550
6242,2564,9,3,75,225
6243,2565,31,1,190,190
6244,2565,25,3,20,60
6245,2566,25,2,20,40
6246,2566,22,3,48,144
